row,sentence,tagged_tokens_GT,tagged_tokens_GT_corrected
10,"Using JavaScript's escape / unescape function is almost always the wrong thing , it is incompatible with URL-encoding or any other standard encoding on the web . Non-ASCII characters are treated unexpectedly as well as spaces , and older browsers don't necessarily have the same behaviour . As mentioned by roenving , the method you want is decodeURIComponent() . This is a newer addition which you won't find on IE 5.0 , so if you need to support that browser ( let's hope not , nowadays ! ) you'd need to implement the function yourself . And for non-ASCII characters that means you need to implement a UTF-8 encoder . Code is available if you need it .","[('Using', 'V'), (""JavaScript's"", '^'), ('escape', 'N'), ('/', ','), ('unescape', 'N'), ('function', 'N'), ('is', 'V'), ('almost', 'R'), ('always', 'R'), ('the', 'D'), ('wrong', 'A'), ('thing', 'N'), (',', ','), ('it', 'O'), ('is', 'V'), ('incompatible', 'A'), ('with', 'P'), ('URL-encoding', '^'), ('or', '&'), ('any', 'D'), ('other', 'A'), ('standard', 'A'), ('encoding', 'N'), ('on', 'P'), ('the', 'D'), ('web', 'N'), ('.', ','), ('Non-ASCII', '^'), ('characters', 'N'), ('are', 'V'), ('treated', 'V'), ('unexpectedly', 'R'), ('as', 'R'), ('well', 'R'), ('as', 'P'), ('spaces', 'N'), (',', ','), ('and', '&'), ('older', 'A'), ('browsers', 'N'), (""don't"", 'V'), ('necessarily', 'R'), ('have', 'V'), ('the', 'D'), ('same', 'A'), ('behaviour', 'N'), ('.', ','), ('As', 'P'), ('mentioned', 'V'), ('by', 'P'), ('roenving', 'V'), (',', ','), ('the', 'D'), ('method', 'N'), ('you', 'O'), ('want', 'V'), ('is', 'V'), ('decodeURIComponent()', '^'), ('.', ','), ('This', 'D'), ('is', 'V'), ('a', 'D'), ('newer', 'A'), ('addition', 'N'), ('which', 'P'), ('you', 'O'), (""won't"", 'V'), ('find', 'V'), ('on', 'P'), ('IE', '^'), ('5.0', '$'), (',', ','), ('so', 'R'), ('if', 'P'), ('you', 'O'), ('need', 'V'), ('to', 'P'), ('support', 'V'), ('that', 'D'), ('browser', 'N'), ('(', ','), (""let's"", 'L'), ('hope', 'V'), ('not', 'R'), (',', ','), ('nowadays', 'R'), ('!', ','), (')', ','), (""you'd"", 'L'), ('need', 'V'), ('to', 'P'), ('implement', 'V'), ('the', 'D'), ('function', 'N'), ('yourself', 'O'), ('.', ','), ('And', '&'), ('for', 'P'), ('non-ASCII', '^'), ('characters', 'N'), ('that', 'O'), ('means', 'V'), ('you', 'O'), ('need', 'V'), ('to', 'P'), ('implement', 'V'), ('a', 'D'), ('UTF-8', '^'), ('encoder', '^'), ('.', ','), ('Code', 'N'), ('is', 'V'), ('available', 'A'), ('if', 'P'), ('you', 'O'), ('need', 'V'), ('it', 'O'), ('.', ',')]","[('Using', 'V'), (""JavaScript's"", '^'), ('escape', 'N'), ('/', ','), ('unescape', 'N'), ('function', 'N'), ('is', 'V'), ('almost', 'R'), ('always', 'R'), ('the', 'D'), ('wrong', 'A'), ('thing', 'N'), (',', ','), ('it', 'O'), ('is', 'V'), ('incompatible', 'A'), ('with', 'P'), ('URL-encoding', '^'), ('or', '&'), ('any', 'D'), ('other', 'A'), ('standard', 'A'), ('encoding', 'N'), ('on', 'P'), ('the', 'D'), ('web', 'N'), ('.', ','), ('Non-ASCII', '^'), ('characters', 'N'), ('are', 'V'), ('treated', 'V'), ('unexpectedly', 'R'), ('as', 'R'), ('well', 'R'), ('as', 'P'), ('spaces', 'N'), (',', ','), ('and', '&'), ('older', 'A'), ('browsers', 'N'), (""don't"", 'V'), ('necessarily', 'R'), ('have', 'V'), ('the', 'D'), ('same', 'A'), ('behaviour', 'N'), ('.', ','), ('As', 'P'), ('mentioned', 'V'), ('by', 'P'), ('roenving', 'V'), (',', ','), ('the', 'D'), ('method', 'N'), ('you', 'O'), ('want', 'V'), ('is', 'V'), ('decodeURIComponent()', '^'), ('.', ','), ('This', 'D'), ('is', 'V'), ('a', 'D'), ('newer', 'A'), ('addition', 'N'), ('which', 'P'), ('you', 'O'), (""won't"", 'V'), ('find', 'V'), ('on', 'P'), ('IE', '^'), ('5.0', '$'), (',', ','), ('so', 'R'), ('if', 'P'), ('you', 'O'), ('need', 'V'), ('to', 'P'), ('support', 'V'), ('that', 'D'), ('browser', 'N'), ('(', ','), (""let's"", 'L'), ('hope', 'V'), ('not', 'R'), (',', ','), ('nowadays', 'R'), ('!', ','), (')', ','), (""you'd"", 'L'), ('need', 'V'), ('to', 'P'), ('implement', 'V'), ('the', 'D'), ('function', 'N'), ('yourself', 'O'), ('.', ','), ('And', '&'), ('for', 'P'), ('non-ASCII', '^'), ('characters', 'N'), ('that', 'O'), ('means', 'V'), ('you', 'O'), ('need', 'V'), ('to', 'P'), ('implement', 'V'), ('a', 'D'), ('UTF-8', '^'), ('encoder', '^'), ('.', ','), ('Code', 'N'), ('is', 'V'), ('available', 'A'), ('if', 'P'), ('you', 'O'), ('need', 'V'), ('it', 'O'), ('.', ',')]"
11,"decodeURI[Component ] doesn't handle + as space either ( at least on FF3 , where I tested ) . Simple workaround : Indeed , unescape chokes on this URL : it knows only UTF-16 chars like %u2318 which are not standard ( see Percent-encoding ) .","[('decodeURI[Component', '^'), (']', ','), (""doesn't"", 'V'), ('handle', 'V'), ('+', 'N'), ('as', 'P'), ('space', 'N'), ('either', '&'), ('(', ','), ('at', 'O'), ('least', 'R'), ('on', 'P'), ('FF3', '^'), (',', ','), ('where', 'R'), ('I', 'O'), ('tested', 'V'), (')', ','), ('.', ','), ('Simple', 'A'), ('workaround', 'N'), (':', ','), ('Indeed', '!'), (',', ','), ('unescape', 'O'), ('chokes', 'V'), ('on', 'P'), ('this', 'D'), ('URL', 'N'), (':', ','), ('it', 'O'), ('knows', 'V'), ('only', 'A'), ('UTF-16', '^'), ('chars', 'N'), ('like', 'P'), ('%u2318', '$'), ('which', 'D'), ('are', 'V'), ('not', 'R'), ('standard', 'A'), ('(', ','), ('see', 'V'), ('Percent-encoding', '^'), (')', ','), ('.', ',')]","[('decodeURI[Component', '^'), (']', ','), (""doesn't"", 'V'), ('handle', 'V'), ('+', 'N'), ('as', 'P'), ('space', 'N'), ('either', '&'), ('(', ','), ('at', 'O'), ('least', 'R'), ('on', 'P'), ('FF3', '^'), (',', ','), ('where', 'R'), ('I', 'O'), ('tested', 'V'), (')', ','), ('.', ','), ('Simple', 'A'), ('workaround', 'N'), (':', ','), ('Indeed', '!'), (',', ','), ('unescape', 'O'), ('chokes', 'V'), ('on', 'P'), ('this', 'D'), ('URL', 'N'), (':', ','), ('it', 'O'), ('knows', 'V'), ('only', 'A'), ('UTF-16', '^'), ('chars', 'N'), ('like', 'P'), ('%u2318', '$'), ('which', 'D'), ('are', 'V'), ('not', 'R'), ('standard', 'A'), ('(', ','), ('see', 'V'), ('Percent-encoding', '^'), (')', ','), ('.', ',')]"
12,Try,"[('Try', 'V')]","[('Try', 'V')]"
13,How to register a JavaScript callback in a Java Applet ?,"[('How', 'R'), ('to', 'P'), ('register', 'V'), ('a', 'D'), ('JavaScript', '^'), ('callback', 'N'), ('in', 'P'), ('a', 'D'), ('Java', '^'), ('Applet', 'N'), ('?', ',')]","[('How', 'R'), ('to', 'P'), ('register', 'V'), ('a', 'D'), ('JavaScript', '^'), ('callback', 'N'), ('in', 'P'), ('a', 'D'), ('Java', '^'), ('Applet', 'N'), ('?', ',')]"
14,"I am brand new to Java -> JavaScript communication , as I planned to explore it this week . A good opportunity here ... :-) After some tests , it seems you cannot pass a JS function to a Java applet . Unless I am doing it the wrong way ... I tried : where Call is ( are ) defined as : When I pass a JS function ( all tests in FF3 ) , I get a null on the Java side . Note that the following Java routine allows to display the JS code of DumberTest function ! To the point : I made a JS function : I extract the name of the JS function from the toString result and pass it to Java applet . I don't think we can handle anonymous functions because Java call JS functions by name . Java side :","[('I', 'O'), ('am', 'V'), ('brand', 'R'), ('new', 'A'), ('to', 'P'), ('Java', '^'), ('->', ','), ('JavaScript', '^'), ('communication', 'N'), (',', ','), ('as', 'P'), ('I', 'O'), ('planned', 'V'), ('to', 'P'), ('explore', 'V'), ('it', 'O'), ('this', 'D'), ('week', 'N'), ('.', ','), ('A', 'D'), ('good', 'A'), ('opportunity', 'N'), ('here', 'R'), ('...', ','), (':-)', 'E'), ('After', 'P'), ('some', 'D'), ('tests', 'N'), (',', ','), ('it', 'O'), ('seems', 'V'), ('you', 'O'), ('cannot', 'V'), ('pass', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), ('to', 'P'), ('a', 'D'), ('Java', '^'), ('applet', '^'), ('.', ','), ('Unless', 'P'), ('I', 'O'), ('am', 'V'), ('doing', 'V'), ('it', 'O'), ('the', 'D'), ('wrong', 'A'), ('way', 'N'), ('...', ','), ('I', 'O'), ('tried', 'V'), (':', ','), ('where', 'R'), ('Call', 'N'), ('is', 'V'), ('(', ','), ('are', 'V'), (')', ','), ('defined', 'V'), ('as', 'P'), (':', ','), ('When', 'R'), ('I', 'O'), ('pass', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), ('(', ','), ('all', 'X'), ('tests', 'N'), ('in', 'P'), ('FF3', '^'), (')', ','), (',', ','), ('I', 'O'), ('get', 'V'), ('a', 'D'), ('null', 'N'), ('on', 'P'), ('the', 'D'), ('Java', '^'), ('side', 'N'), ('.', ','), ('Note', 'V'), ('that', 'P'), ('the', 'D'), ('following', 'V'), ('Java', '^'), ('routine', 'N'), ('allows', 'V'), ('to', 'P'), ('display', 'V'), ('the', 'D'), ('JS', '^'), ('code', 'N'), ('of', 'P'), ('DumberTest', '^'), ('function', 'N'), ('!', ','), ('To', 'P'), ('the', 'D'), ('point', 'N'), (':', ','), ('I', 'O'), ('made', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), (':', ','), ('I', 'O'), ('extract', 'V'), ('the', 'D'), ('name', 'N'), ('of', 'P'), ('the', 'D'), ('JS', '^'), ('function', 'N'), ('from', 'P'), ('the', 'D'), ('toString', '^'), ('result', 'N'), ('and', '&'), ('pass', 'V'), ('it', 'O'), ('to', 'P'), ('Java', '^'), ('applet', '^'), ('.', ','), ('I', 'O'), (""don't"", 'V'), ('think', 'V'), ('we', 'O'), ('can', 'V'), ('handle', 'V'), ('anonymous', 'A'), ('functions', 'N'), ('because', 'P'), ('Java', '^'), ('call', 'V'), ('JS', '^'), ('functions', 'N'), ('by', 'P'), ('name', 'N'), ('.', ','), ('Java', '^'), ('side', 'N'), (':', ',')]","[('I', 'O'), ('am', 'V'), ('brand', 'R'), ('new', 'A'), ('to', 'P'), ('Java', '^'), ('->', ','), ('JavaScript', '^'), ('communication', 'N'), (',', ','), ('as', 'P'), ('I', 'O'), ('planned', 'V'), ('to', 'P'), ('explore', 'V'), ('it', 'O'), ('this', 'D'), ('week', 'N'), ('.', ','), ('A', 'D'), ('good', 'A'), ('opportunity', 'N'), ('here', 'R'), ('...', ','), (':-)', 'E'), ('After', 'P'), ('some', 'D'), ('tests', 'N'), (',', ','), ('it', 'O'), ('seems', 'V'), ('you', 'O'), ('cannot', 'V'), ('pass', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), ('to', 'P'), ('a', 'D'), ('Java', '^'), ('applet', '^'), ('.', ','), ('Unless', 'P'), ('I', 'O'), ('am', 'V'), ('doing', 'V'), ('it', 'O'), ('the', 'D'), ('wrong', 'A'), ('way', 'N'), ('...', ','), ('I', 'O'), ('tried', 'V'), (':', ','), ('where', 'R'), ('Call', 'N'), ('is', 'V'), ('(', ','), ('are', 'V'), (')', ','), ('defined', 'V'), ('as', 'P'), (':', ','), ('When', 'R'), ('I', 'O'), ('pass', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), ('(', ','), ('all', 'X'), ('tests', 'N'), ('in', 'P'), ('FF3', '^'), (')', ','), (',', ','), ('I', 'O'), ('get', 'V'), ('a', 'D'), ('null', 'N'), ('on', 'P'), ('the', 'D'), ('Java', '^'), ('side', 'N'), ('.', ','), ('Note', 'V'), ('that', 'P'), ('the', 'D'), ('following', 'V'), ('Java', '^'), ('routine', 'N'), ('allows', 'V'), ('to', 'P'), ('display', 'V'), ('the', 'D'), ('JS', '^'), ('code', 'N'), ('of', 'P'), ('DumberTest', '^'), ('function', 'N'), ('!', ','), ('To', 'P'), ('the', 'D'), ('point', 'N'), (':', ','), ('I', 'O'), ('made', 'V'), ('a', 'D'), ('JS', '^'), ('function', 'N'), (':', ','), ('I', 'O'), ('extract', 'V'), ('the', 'D'), ('name', 'N'), ('of', 'P'), ('the', 'D'), ('JS', '^'), ('function', 'N'), ('from', 'P'), ('the', 'D'), ('toString', '^'), ('result', 'N'), ('and', '&'), ('pass', 'V'), ('it', 'O'), ('to', 'P'), ('Java', '^'), ('applet', '^'), ('.', ','), ('I', 'O'), (""don't"", 'V'), ('think', 'V'), ('we', 'O'), ('can', 'V'), ('handle', 'V'), ('anonymous', 'A'), ('functions', 'N'), ('because', 'P'), ('Java', '^'), ('call', 'V'), ('JS', '^'), ('functions', 'N'), ('by', 'P'), ('name', 'N'), ('.', ','), ('Java', '^'), ('side', 'N'), (':', ',')]"
15,win.eval() will call a predefined javascript .,"[('win.eval()', '^'), ('will', 'V'), ('call', 'V'), ('a', 'D'), ('predefined', 'A'), ('javascript', '^'), ('.', ',')]","[('win.eval()', '^'), ('will', 'V'), ('call', 'V'), ('a', 'D'), ('predefined', 'A'), ('javascript', '^'), ('.', ',')]"
16,"eval is more generic , hence less efficient than call for this precise task , and it is more complex to pass parameters to the JS function .","[('eval', '^'), ('is', 'V'), ('more', 'R'), ('generic', 'A'), (',', ','), ('hence', 'R'), ('less', 'A'), ('efficient', 'A'), ('than', 'P'), ('call', 'V'), ('for', 'P'), ('this', 'D'), ('precise', 'A'), ('task', 'N'), (',', ','), ('and', '&'), ('it', 'O'), ('is', 'V'), ('more', 'R'), ('complex', 'A'), ('to', 'P'), ('pass', 'V'), ('parameters', 'N'), ('to', 'P'), ('the', 'D'), ('JS', '^'), ('function', 'N'), ('.', ',')]","[('eval', '^'), ('is', 'V'), ('more', 'R'), ('generic', 'A'), (',', ','), ('hence', 'R'), ('less', 'A'), ('efficient', 'A'), ('than', 'P'), ('call', 'V'), ('for', 'P'), ('this', 'D'), ('precise', 'A'), ('task', 'N'), (',', ','), ('and', '&'), ('it', 'O'), ('is', 'V'), ('more', 'R'), ('complex', 'A'), ('to', 'P'), ('pass', 'V'), ('parameters', 'N'), ('to', 'P'), ('the', 'D'), ('JS', '^'), ('function', 'N'), ('.', ',')]"
17,Why is it not advisable to use JavaScript in JSP ?,"[('Why', 'R'), ('is', 'V'), ('it', 'O'), ('not', 'R'), ('advisable', 'A'), ('to', 'P'), ('use', 'V'), ('JavaScript', '^'), ('in', 'P'), ('JSP', '^'), ('?', ',')]","[('Why', 'R'), ('is', 'V'), ('it', 'O'), ('not', 'R'), ('advisable', 'A'), ('to', 'P'), ('use', 'V'), ('JavaScript', '^'), ('in', 'P'), ('JSP', '^'), ('?', ',')]"
18,Why is it not advisable to use JavaScript in JSP ? One rationale that I can think of is turning off the feature in browser would stop the code from executing . Is there any other reason behind this ?,"[('Why', 'R'), ('is', 'V'), ('it', 'O'), ('not', 'R'), ('advisable', 'A'), ('to', 'P'), ('use', 'V'), ('JavaScript', '^'), ('in', 'P'), ('JSP', '^'), ('?', ','), ('One', '$'), ('rationale', 'N'), ('that', 'P'), ('I', 'O'), ('can', 'V'), ('think', 'V'), ('of', 'P'), ('is', 'V'), ('turning', 'V'), ('off', 'T'), ('the', 'D'), ('feature', 'N'), ('in', 'P'), ('browser', 'N'), ('would', 'V'), ('stop', 'V'), ('the', 'D'), ('code', 'N'), ('from', 'P'), ('executing', 'V'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('any', 'D'), ('other', 'A'), ('reason', 'N'), ('behind', 'P'), ('this', 'D'), ('?', ',')]","[('Why', 'R'), ('is', 'V'), ('it', 'O'), ('not', 'R'), ('advisable', 'A'), ('to', 'P'), ('use', 'V'), ('JavaScript', '^'), ('in', 'P'), ('JSP', '^'), ('?', ','), ('One', '$'), ('rationale', 'N'), ('that', 'P'), ('I', 'O'), ('can', 'V'), ('think', 'V'), ('of', 'P'), ('is', 'V'), ('turning', 'V'), ('off', 'T'), ('the', 'D'), ('feature', 'N'), ('in', 'P'), ('browser', 'N'), ('would', 'V'), ('stop', 'V'), ('the', 'D'), ('code', 'N'), ('from', 'P'), ('executing', 'V'), ('.', ','), ('Is', 'V'), ('there', 'R'), ('any', 'D'), ('other', 'A'), ('reason', 'N'), ('behind', 'P'), ('this', 'D'), ('?', ',')]"
19,downvoted - questions like this should give references to any such assertion,"[('downvoted', 'V'), ('-', ','), ('questions', 'N'), ('like', 'P'), ('this', 'D'), ('should', 'V'), ('give', 'V'), ('references', 'N'), ('to', 'P'), ('any', 'D'), ('such', 'A'), ('assertion', 'N')]","[('downvoted', 'V'), ('-', ','), ('questions', 'N'), ('like', 'P'), ('this', 'D'), ('should', 'V'), ('give', 'V'), ('references', 'N'), ('to', 'P'), ('any', 'D'), ('such', 'A'), ('assertion', 'N')]"
20,@Alnitak - could you be more specific,"[('@Alnitak', '@'), ('-', ','), ('could', 'V'), ('you', 'O'), ('be', 'V'), ('more', 'R'), ('specific', 'A')]","[('@Alnitak', '@'), ('-', ','), ('could', 'V'), ('you', 'O'), ('be', 'V'), ('more', 'R'), ('specific', 'A')]"
21,"JSP is a server side technology . That is - Server parses / compiles all the information and then sends it to the client ( i.e. your browser ) . And then .. If received data contains ANY javascript then browser interprets it in its own javascript VM and server is long forgotten by then since HTTP is stateless protocol . Considering "" not recommending JS in web "" I wouldn't bother about it . Most of the sites use JS extensively thus turning it off on the client side would render them mostly useless .","[('JSP', '^'), ('is', 'V'), ('a', 'D'), ('server', 'N'), ('side', 'N'), ('technology', 'N'), ('.', ','), ('That', 'O'), ('is', 'V'), ('-', ','), ('Server', 'N'), ('parses', 'V'), ('/', ','), ('compiles', 'V'), ('all', 'X'), ('the', 'D'), ('information', 'N'), ('and', '&'), ('then', 'R'), ('sends', 'V'), ('it', 'O'), ('to', 'P'), ('the', 'D'), ('client', 'N'), ('(', ','), ('i.e.', 'V'), ('your', 'D'), ('browser', 'N'), (')', ','), ('.', ','), ('And', '&'), ('then', 'R'), ('..', ','), ('If', 'P'), ('received', 'V'), ('data', 'N'), ('contains', 'V'), ('ANY', 'A'), ('javascript', '^'), ('then', 'R'), ('browser', 'N'), ('interprets', 'V'), ('it', 'O'), ('in', 'P'), ('its', 'L'), ('own', 'A'), ('javascript', '^'), ('VM', '^'), ('and', '&'), ('server', 'N'), ('is', 'V'), ('long', 'R'), ('forgotten', 'V'), ('by', 'P'), ('then', 'R'), ('since', 'P'), ('HTTP', '^'), ('is', 'V'), ('stateless', 'A'), ('protocol', 'N'), ('.', ','), ('Considering', 'V'), ('""', ','), ('not', 'R'), ('recommending', 'V'), ('JS', '^'), ('in', 'P'), ('web', 'N'), ('""', ','), ('I', 'O'), (""wouldn't"", 'V'), ('bother', 'V'), ('about', 'P'), ('it', 'O'), ('.', ','), ('Most', 'R'), ('of', 'P'), ('the', 'D'), ('sites', 'N'), ('use', 'V'), ('JS', '^'), ('extensively', 'R'), ('thus', 'R'), ('turning', 'V'), ('it', 'O'), ('off', 'T'), ('on', 'P'), ('the', 'D'), ('client', 'N'), ('side', 'N'), ('would', 'V'), ('render', 'V'), ('them', 'O'), ('mostly', 'R'), ('useless', 'A'), ('.', ',')]","[('JSP', '^'), ('is', 'V'), ('a', 'D'), ('server', 'N'), ('side', 'N'), ('technology', 'N'), ('.', ','), ('That', 'O'), ('is', 'V'), ('-', ','), ('Server', 'N'), ('parses', 'V'), ('/', ','), ('compiles', 'V'), ('all', 'X'), ('the', 'D'), ('information', 'N'), ('and', '&'), ('then', 'R'), ('sends', 'V'), ('it', 'O'), ('to', 'P'), ('the', 'D'), ('client', 'N'), ('(', ','), ('i.e.', 'V'), ('your', 'D'), ('browser', 'N'), (')', ','), ('.', ','), ('And', '&'), ('then', 'R'), ('..', ','), ('If', 'P'), ('received', 'V'), ('data', 'N'), ('contains', 'V'), ('ANY', 'A'), ('javascript', '^'), ('then', 'R'), ('browser', 'N'), ('interprets', 'V'), ('it', 'O'), ('in', 'P'), ('its', 'L'), ('own', 'A'), ('javascript', '^'), ('VM', '^'), ('and', '&'), ('server', 'N'), ('is', 'V'), ('long', 'R'), ('forgotten', 'V'), ('by', 'P'), ('then', 'R'), ('since', 'P'), ('HTTP', '^'), ('is', 'V'), ('stateless', 'A'), ('protocol', 'N'), ('.', ','), ('Considering', 'V'), ('""', ','), ('not', 'R'), ('recommending', 'V'), ('JS', '^'), ('in', 'P'), ('web', 'N'), ('""', ','), ('I', 'O'), (""wouldn't"", 'V'), ('bother', 'V'), ('about', 'P'), ('it', 'O'), ('.', ','), ('Most', 'R'), ('of', 'P'), ('the', 'D'), ('sites', 'N'), ('use', 'V'), ('JS', '^'), ('extensively', 'R'), ('thus', 'R'), ('turning', 'V'), ('it', 'O'), ('off', 'T'), ('on', 'P'), ('the', 'D'), ('client', 'N'), ('side', 'N'), ('would', 'V'), ('render', 'V'), ('them', 'O'), ('mostly', 'R'), ('useless', 'A'), ('.', ',')]"
22,"Afaik , there is no problem in using javascript in jsp , and many sites do use it . Especially if your site is a web app , you will have to use both side by side . They are completely independent . You just have to make sure that what you are using each for is appropriate . As for the part about turning off javascript in a browser making the site unusable , it is true whenever you use javascript , with or without jsp .","[('Afaik', '^'), (',', ','), ('there', 'X'), ('is', 'V'), ('no', 'D'), ('problem', 'N'), ('in', 'P'), ('using', 'V'), ('javascript', '^'), ('in', 'P'), ('jsp', '^'), (',', ','), ('and', '&'), ('many', 'A'), ('sites', 'N'), ('do', 'V'), ('use', 'V'), ('it', 'O'), ('.', ','), ('Especially', 'R'), ('if', 'P'), ('your', 'D'), ('site', 'N'), ('is', 'V'), ('a', 'D'), ('web', 'N'), ('app', 'N'), (',', ','), ('you', 'O'), ('will', 'V'), ('have', 'V'), ('to', 'P'), ('use', 'V'), ('both', 'D'), ('side', 'N'), ('by', 'P'), ('side', 'N'), ('.', ','), ('They', 'O'), ('are', 'V'), ('completely', 'R'), ('independent', 'A'), ('.', ','), ('You', 'O'), ('just', 'R'), ('have', 'V'), ('to', 'P'), ('make', 'V'), ('sure', 'A'), ('that', 'P'), ('what', 'O'), ('you', 'O'), ('are', 'V'), ('using', 'V'), ('each', 'D'), ('for', 'P'), ('is', 'V'), ('appropriate', 'A'), ('.', ','), ('As', 'R'), ('for', 'P'), ('the', 'D'), ('part', 'N'), ('about', 'P'), ('turning', 'V'), ('off', 'T'), ('javascript', '^'), ('in', 'P'), ('a', 'D'), ('browser', 'N'), ('making', 'V'), ('the', 'D'), ('site', 'N'), ('unusable', 'A'), (',', ','), ('it', 'O'), ('is', 'V'), ('true', 'A'), ('whenever', 'R'), ('you', 'O'), ('use', 'V'), ('javascript', '^'), (',', ','), ('with', 'P'), ('or', '&'), ('without', 'P'), ('jsp', '^'), ('.', ',')]","[('Afaik', '^'), (',', ','), ('there', 'X'), ('is', 'V'), ('no', 'D'), ('problem', 'N'), ('in', 'P'), ('using', 'V'), ('javascript', '^'), ('in', 'P'), ('jsp', '^'), (',', ','), ('and', '&'), ('many', 'A'), ('sites', 'N'), ('do', 'V'), ('use', 'V'), ('it', 'O'), ('.', ','), ('Especially', 'R'), ('if', 'P'), ('your', 'D'), ('site', 'N'), ('is', 'V'), ('a', 'D'), ('web', 'N'), ('app', 'N'), (',', ','), ('you', 'O'), ('will', 'V'), ('have', 'V'), ('to', 'P'), ('use', 'V'), ('both', 'D'), ('side', 'N'), ('by', 'P'), ('side', 'N'), ('.', ','), ('They', 'O'), ('are', 'V'), ('completely', 'R'), ('independent', 'A'), ('.', ','), ('You', 'O'), ('just', 'R'), ('have', 'V'), ('to', 'P'), ('make', 'V'), ('sure', 'A'), ('that', 'P'), ('what', 'O'), ('you', 'O'), ('are', 'V'), ('using', 'V'), ('each', 'D'), ('for', 'P'), ('is', 'V'), ('appropriate', 'A'), ('.', ','), ('As', 'R'), ('for', 'P'), ('the', 'D'), ('part', 'N'), ('about', 'P'), ('turning', 'V'), ('off', 'T'), ('javascript', '^'), ('in', 'P'), ('a', 'D'), ('browser', 'N'), ('making', 'V'), ('the', 'D'), ('site', 'N'), ('unusable', 'A'), (',', ','), ('it', 'O'), ('is', 'V'), ('true', 'A'), ('whenever', 'R'), ('you', 'O'), ('use', 'V'), ('javascript', '^'), (',', ','), ('with', 'P'), ('or', '&'), ('without', 'P'), ('jsp', '^'), ('.', ',')]"
